campaignId,campaignName,adGroupId,adGroupName,targeting,campaignType,impressions,clicks,cost,clickThroughRate,costPerClick,purchases14d,sales14d,date,platform
amzn_cmp_00056,Cyber Week Prospecting - Value Props SPONSORED_PRODUCTS,amzn_ag_00558,Manual Exact 5,competitor ASIN,SPONSORED_PRODUCTS,788259,49189,29363.37,6.24,0.60,988,67468.77,2024-11-18,amazon
amzn_cmp_00056,New Arrivals Lapsed Customers - Core Terms SPONSORED_BRANDS,amzn_ag_00559,Auto 6,competitor ASIN,SPONSORED_BRANDS,320827,19278,8580.21,6.01,0.45,852,61114.21,2024-11-19,amazon
amzn_cmp_00056,Cyber Week Cart Abandoners - Promo Push SPONSORED_BRANDS,amzn_ag_00560,Manual Exact 7,running shoes,SPONSORED_BRANDS,291707,20490,8545.03,7.02,0.42,766,110212.47,2024-11-20,amazon
amzn_cmp_00057,Loyalty Retargeting - Core Terms SPONSORED_PRODUCTS,amzn_ag_00561,Manual Phrase 8,competitor ASIN,SPONSORED_PRODUCTS,65863,2003,2166.90,3.04,1.08,87,11373.44,2024-11-21,amazon
amzn_cmp_00057,Evergreen Lapsed Customers - Broad SPONSORED_BRANDS,amzn_ag_00562,Manual Exact 9,running shoes,SPONSORED_BRANDS,323389,950,4039.48,0.29,4.25,42,4854.66,2024-11-22,amazon
amzn_cmp_00057,New Arrivals Retargeting - Value Props SPONSORED_PRODUCTS,amzn_ag_00563,Manual Exact 10,running shoes,SPONSORED_PRODUCTS,113180,1746,5592.44,1.54,3.20,43,2497.66,2024-11-23,amazon
amzn_cmp_00057,Holiday Cart Abandoners - Top Sellers SPONSORED_BRANDS,amzn_ag_00564,ASIN Targeting 11,competitor ASIN,SPONSORED_BRANDS,750944,18960,7569.14,2.52,0.40,232,28093.44,2024-11-24,amazon
amzn_cmp_00057,New Arrivals Lapsed Customers - Promo Push SPONSORED_BRANDS,amzn_ag_00565,ASIN Targeting 0,competitor ASIN,SPONSORED_BRANDS,862759,20513,8272.91,2.38,0.40,1018,54112.55,2024-11-25,amazon
amzn_cmp_00057,Holiday Retargeting - Promo Push SPONSORED_DISPLAY,amzn_ag_00566,Auto 1,wireless earbuds,SPONSORED_DISPLAY,228022,8299,2030.36,3.64,0.24,265,23389.80,2024-11-26,amazon
amzn_cmp_00057,New Arrivals Lapsed Customers - Top Sellers SPONSORED_DISPLAY,amzn_ag_00567,Manual Exact 2,competitor ASIN,SPONSORED_DISPLAY,941987,18010,31462.68,1.91,1.75,616,40201.84,2024-11-27,amazon
amzn_cmp_00057,Holiday High Intent - Value Props SPONSORED_PRODUCTS,amzn_ag_00568,ASIN Targeting 3,competitor ASIN,SPONSORED_PRODUCTS,439867,28692,6903.62,6.52,0.24,286,39936.08,2024-11-28,amazon
amzn_cmp_00057,Black Friday Prospecting - Gift Guide SPONSORED_BRANDS_VIDEO,amzn_ag_00569,Manual Phrase 4,wireless earbuds,SPONSORED_BRANDS_VIDEO,261910,6151,4143.82,2.35,0.67,446,42180.47,2024-11-29,amazon
amzn_cmp_00057,Loyalty High Intent - Gift Guide SPONSORED_PRODUCTS,amzn_ag_00570,Manual Phrase 5,running shoes,SPONSORED_PRODUCTS,152378,6792,2058.82,4.46,0.30,418,32696.97,2024-11-30,amazon
amzn_cmp_00058,Black Friday Cart Abandoners - Broad SPONSORED_DISPLAY,amzn_ag_00571,ASIN Targeting 6,wireless earbuds,SPONSORED_DISPLAY,140643,1313,2865.95,0.93,2.18,32,1999.47,2024-11-01,amazon
amzn_cmp_00058,Cyber Week Prospecting - Gift Guide SPONSORED_BRANDS,amzn_ag_00572,Manual Phrase 7,competitor ASIN,SPONSORED_BRANDS,674359,3785,31983.07,0.56,8.45,201,8577.18,2024-11-02,amazon
amzn_cmp_00058,Holiday Cart Abandoners - Core Terms SPONSORED_PRODUCTS,amzn_ag_00573,ASIN Targeting 8,holiday gifts,SPONSORED_PRODUCTS,688688,7167,13176.19,1.04,1.84,300,24501.08,2024-11-03,amazon
amzn_cmp_00058,Holiday Retargeting - Value Props SPONSORED_DISPLAY,amzn_ag_00574,Manual Exact 9,holiday gifts,SPONSORED_DISPLAY,141742,8665,6438.20,6.11,0.74,557,30541.42,2024-11-04,amazon
amzn_cmp_00058,Loyalty High Intent - Broad SPONSORED_DISPLAY,amzn_ag_00575,ASIN Targeting 10,holiday gifts,SPONSORED_DISPLAY,721433,44298,8907.19,6.14,0.20,924,130906.90,2024-11-05,amazon
amzn_cmp_00058,Cyber Week Retargeting - Promo Push SPONSORED_PRODUCTS,amzn_ag_00576,Manual Phrase 11,running shoes,SPONSORED_PRODUCTS,864361,35297,45879.49,4.08,1.30,1090,135197.54,2024-11-06,amazon
amzn_cmp_00058,Loyalty Prospecting - Value Props SPONSORED_PRODUCTS,amzn_ag_00577,ASIN Targeting 0,wireless earbuds,SPONSORED_PRODUCTS,209458,7383,7584.75,3.52,1.03,302,23320.10,2024-11-07,amazon
amzn_cmp_00058,Cyber Week Retargeting - Gift Guide SPONSORED_BRANDS,amzn_ag_00578,Manual Phrase 1,running shoes,SPONSORED_BRANDS,236435,6836,6864.49,2.89,1.00,369,50836.65,2024-11-08,amazon
amzn_cmp_00058,Cyber Week Prospecting - Promo Push SPONSORED_DISPLAY,amzn_ag_00579,Manual Phrase 2,kitchen storage,SPONSORED_DISPLAY,924288,33915,40999.73,3.67,1.21,1193,153157.97,2024-11-09,amazon
amzn_cmp_00058,Black Friday Cart Abandoners - Promo Push SPONSORED_BRANDS_VIDEO,amzn_ag_00580,Manual Phrase 3,holiday gifts,SPONSORED_BRANDS_VIDEO,245851,966,12374.41,0.39,12.81,47,5687.51,2024-11-10,amazon
amzn_cmp_00059,Cyber Week Lookalike - Top Sellers SPONSORED_PRODUCTS,amzn_ag_00581,Manual Phrase 4,competitor ASIN,SPONSORED_PRODUCTS,313447,8252,12768.49,2.63,1.55,492,37523.06,2024-11-11,amazon
amzn_cmp_00059,Cyber Week Retargeting - Gift Guide SPONSORED_BRANDS_VIDEO,amzn_ag_00582,ASIN Targeting 5,kitchen storage,SPONSORED_BRANDS_VIDEO,654677,1995,28285.00,0.30,14.18,140,19159.12,2024-11-12,amazon
amzn_cmp_00059,Black Friday Lapsed Customers - Top Sellers SPONSORED_PRODUCTS,amzn_ag_00583,Manual Exact 6,running shoes,SPONSORED_PRODUCTS,396177,19187,10344.71,4.84,0.54,586,45943.49,2024-11-13,amazon
amzn_cmp_00059,Cyber Week High Intent - Core Terms SPONSORED_DISPLAY,amzn_ag_00584,Manual Phrase 7,wireless earbuds,SPONSORED_DISPLAY,850919,34272,12859.44,4.03,0.38,404,48160.69,2024-11-14,amazon
amzn_cmp_00059,Black Friday Retargeting - Broad SPONSORED_DISPLAY,amzn_ag_00585,Auto 8,running shoes,SPONSORED_DISPLAY,852165,25673,15795.37,3.01,0.62,618,63295.91,2024-11-15,amazon
amzn_cmp_00059,Holiday Cart Abandoners - Gift Guide SPONSORED_PRODUCTS,amzn_ag_00586,Manual Exact 9,competitor ASIN,SPONSORED_PRODUCTS,793160,35717,19308.92,4.50,0.54,1602,192739.05,2024-11-16,amazon
amzn_cmp_00059,Black Friday Retargeting - Broad SPONSORED_BRANDS,amzn_ag_00587,Auto 10,holiday gifts,SPONSORED_BRANDS,943355,28707,27475.81,3.04,0.96,326,31715.32,2024-11-17,amazon
amzn_cmp_00059,Loyalty High Intent - Top Sellers SPONSORED_PRODUCTS,amzn_ag_00588,Manual Exact 11,holiday gifts,SPONSORED_PRODUCTS,542054,11120,21156.76,2.05,1.90,662,92446.23,2024-11-18,amazon
amzn_cmp_00059,Cyber Week Retargeting - Broad SPONSORED_DISPLAY,amzn_ag_00589,Manual Exact 0,kitchen storage,SPONSORED_DISPLAY,944547,67655,36966.30,7.16,0.55,2135,143833.29,2024-11-19,amazon
amzn_cmp_00059,Evergreen Lapsed Customers - Top Sellers SPONSORED_BRANDS,amzn_ag_00590,ASIN Targeting 1,competitor ASIN,SPONSORED_BRANDS,765794,57051,22401.21,7.45,0.39,712,52007.73,2024-11-20,amazon
amzn_cmp_00060,Loyalty Cart Abandoners - Broad SPONSORED_DISPLAY,amzn_ag_00591,Manual Exact 2,kitchen storage,SPONSORED_DISPLAY,324627,10522,17753.69,3.24,1.69,508,72979.21,2024-11-21,amazon
amzn_cmp_00060,Loyalty Lapsed Customers - Promo Push SPONSORED_DISPLAY,amzn_ag_00592,Auto 3,competitor ASIN,SPONSORED_DISPLAY,152635,2984,8144.76,1.96,2.73,48,2752.90,2024-11-22,amazon
amzn_cmp_00060,Loyalty Cart Abandoners - Broad SPONSORED_BRANDS_VIDEO,amzn_ag_00593,Manual Exact 4,holiday gifts,SPONSORED_BRANDS_VIDEO,643316,40187,25658.04,6.25,0.64,3095,224655.91,2024-11-23,amazon
amzn_cmp_00060,Cyber Week Lapsed Customers - Broad SPONSORED_PRODUCTS,amzn_ag_00594,Auto 5,competitor ASIN,SPONSORED_PRODUCTS,877945,34632,22740.45,3.94,0.66,2091,167228.09,2024-11-24,amazon
amzn_cmp_00060,New Arrivals Lapsed Customers - Gift Guide SPONSORED_BRANDS,amzn_ag_00595,Auto 6,competitor ASIN,SPONSORED_BRANDS,835606,48211,36841.64,5.77,0.76,874,114463.75,2024-11-25,amazon
amzn_cmp_00060,Black Friday Lookalike - Top Sellers SPONSORED_DISPLAY,amzn_ag_00596,ASIN Targeting 7,running shoes,SPONSORED_DISPLAY,711212,26530,33943.96,3.73,1.28,1496,132671.02,2024-11-26,amazon
amzn_cmp_00060,Black Friday Prospecting - Core Terms SPONSORED_BRANDS,amzn_ag_00597,ASIN Targeting 8,competitor ASIN,SPONSORED_BRANDS,143254,9304,4146.04,6.49,0.45,503,33592.57,2024-11-27,amazon
amzn_cmp_00060,Black Friday Lapsed Customers - Broad SPONSORED_PRODUCTS,amzn_ag_00598,ASIN Targeting 9,kitchen storage,SPONSORED_PRODUCTS,395360,9422,17125.32,2.38,1.82,157,7367.47,2024-11-28,amazon
amzn_cmp_00060,Holiday Prospecting - Value Props SPONSORED_DISPLAY,amzn_ag_00599,Manual Exact 10,running shoes,SPONSORED_DISPLAY,666071,35607,30336.62,5.35,0.85,1409,61511.78,2024-11-29,amazon
amzn_cmp_00060,Holiday Lapsed Customers - Value Props SPONSORED_BRANDS,amzn_ag_00600,Manual Exact 11,wireless earbuds,SPONSORED_BRANDS,637524,15261,21092.29,2.39,1.38,779,52905.18,2024-11-30,amazon
amzn_cmp_00061,Evergreen Prospecting - Top Sellers SPONSORED_BRANDS,amzn_ag_00601,Manual Exact 0,holiday gifts,SPONSORED_BRANDS,40147,2083,1176.49,5.19,0.56,144,17659.25,2024-11-01,amazon
amzn_cmp_00061,Loyalty High Intent - Top Sellers SPONSORED_BRANDS_VIDEO,amzn_ag_00602,Manual Exact 1,running shoes,SPONSORED_BRANDS_VIDEO,385878,11173,8345.38,2.90,0.75,166,20583.42,2024-11-02,amazon
amzn_cmp_00061,Evergreen Cart Abandoners - Value Props SPONSORED_BRANDS,amzn_ag_00603,Manual Phrase 2,wireless earbuds,SPONSORED_BRANDS,260316,12778,9720.18,4.91,0.76,565,80504.17,2024-11-03,amazon
amzn_cmp_00061,New Arrivals Prospecting - Value Props SPONSORED_BRANDS_VIDEO,amzn_ag_00604,Auto 3,kitchen storage,SPONSORED_BRANDS_VIDEO,820592,57432,31108.57,7.00,0.54,956,100184.34,2024-11-04,amazon
amzn_cmp_00061,Loyalty Cart Abandoners - Value Props SPONSORED_PRODUCTS,amzn_ag_00605,Auto 4,competitor ASIN,SPONSORED_PRODUCTS,166718,10768,4645.71,6.46,0.43,318,21431.31,2024-11-05,amazon
amzn_cmp_00061,New Arrivals Cart Abandoners - Top Sellers SPONSORED_BRANDS_VIDEO,amzn_ag_00606,Manual Phrase 5,wireless earbuds,SPONSORED_BRANDS_VIDEO,513739,6329,26546.06,1.23,4.19,152,12938.15,2024-11-06,amazon
amzn_cmp_00061,New Arrivals Lapsed Customers - Core Terms SPONSORED_BRANDS,amzn_ag_00607,Auto 6,holiday gifts,SPONSORED_BRANDS,140594,4457,3410.44,3.17,0.77,124,10616.14,2024-11-07,amazon
amzn_cmp_00061,Black Friday High Intent - Value Props SPONSORED_BRANDS_VIDEO,amzn_ag_00608,Manual Phrase 7,kitchen storage,SPONSORED_BRANDS_VIDEO,431993,9709,6613.16,2.25,0.68,523,23529.63,2024-11-08,amazon
amzn_cmp_00061,Loyalty Lookalike - Promo Push SPONSORED_BRANDS_VIDEO,amzn_ag_00609,ASIN Targeting 8,running shoes,SPONSORED_BRANDS_VIDEO,65561,1544,1764.89,2.36,1.14,79,2978.63,2024-11-09,amazon
amzn_cmp_00061,New Arrivals Prospecting - Core Terms SPONSORED_BRANDS_VIDEO,amzn_ag_00610,Manual Phrase 9,holiday gifts,SPONSORED_BRANDS_VIDEO,819849,46147,28088.61,5.63,0.61,1287,134554.08,2024-11-10,amazon
amzn_cmp_00062,Black Friday Cart Abandoners - Top Sellers SPONSORED_BRANDS_VIDEO,amzn_ag_00611,Manual Exact 10,holiday gifts,SPONSORED_BRANDS_VIDEO,271974,10164,8030.21,3.74,0.79,771,70202.58,2024-11-11,amazon
amzn_cmp_00062,Cyber Week Cart Abandoners - Value Props SPONSORED_DISPLAY,amzn_ag_00612,Manual Exact 11,running shoes,SPONSORED_DISPLAY,309591,16907,2495.54,5.46,0.15,738,53212.00,2024-11-12,amazon
amzn_cmp_00062,Loyalty Retargeting - Top Sellers SPONSORED_DISPLAY,amzn_ag_00613,Auto 0,wireless earbuds,SPONSORED_DISPLAY,162450,4638,5509.36,2.86,1.19,308,22887.07,2024-11-13,amazon
amzn_cmp_00062,Holiday Lookalike - Top Sellers SPONSORED_BRANDS,amzn_ag_00614,ASIN Targeting 1,wireless earbuds,SPONSORED_BRANDS,412667,20181,10167.14,4.89,0.50,699,37480.77,2024-11-14,amazon
amzn_cmp_00062,Evergreen Lookalike - Core Terms SPONSORED_DISPLAY,amzn_ag_00615,ASIN Targeting 2,competitor ASIN,SPONSORED_DISPLAY,22884,564,984.98,2.46,1.75,11,530.91,2024-11-15,amazon
amzn_cmp_00062,New Arrivals Retargeting - Core Terms SPONSORED_DISPLAY,amzn_ag_00616,Manual Phrase 3,kitchen storage,SPONSORED_DISPLAY,812842,23226,8089.80,2.86,0.35,1582,162445.09,2024-11-16,amazon
amzn_cmp_00062,Holiday Cart Abandoners - Promo Push SPONSORED_BRANDS_VIDEO,amzn_ag_00617,ASIN Targeting 4,wireless earbuds,SPONSORED_BRANDS_VIDEO,632964,21644,17514.64,3.42,0.81,1164,82793.20,2024-11-17,amazon
amzn_cmp_00062,Black Friday Cart Abandoners - Broad SPONSORED_BRANDS_VIDEO,amzn_ag_00618,Auto 5,competitor ASIN,SPONSORED_BRANDS_VIDEO,48792,1194,2570.96,2.45,2.15,20,2777.10,2024-11-18,amazon
amzn_cmp_00062,Cyber Week Lapsed Customers - Top Sellers SPONSORED_PRODUCTS,amzn_ag_00619,Auto 6,running shoes,SPONSORED_PRODUCTS,273981,5898,10972.31,2.15,1.86,361,26938.55,2024-11-19,amazon
amzn_cmp_00062,Loyalty Lookalike - Broad SPONSORED_PRODUCTS,amzn_ag_00620,Manual Phrase 7,competitor ASIN,SPONSORED_PRODUCTS,576186,9111,14086.98,1.58,1.55,224,22895.38,2024-11-20,amazon
amzn_cmp_00063,Loyalty Retargeting - Gift Guide SPONSORED_PRODUCTS,amzn_ag_00621,ASIN Targeting 8,holiday gifts,SPONSORED_PRODUCTS,92080,3764,980.34,4.09,0.26,175,8608.58,2024-11-21,amazon
amzn_cmp_00063,New Arrivals Lookalike - Broad SPONSORED_BRANDS,amzn_ag_00622,ASIN Targeting 9,running shoes,SPONSORED_BRANDS,58689,4234,1799.49,7.21,0.43,55,4278.07,2024-11-22,amazon
amzn_cmp_00063,Black Friday Prospecting - Core Terms SPONSORED_PRODUCTS,amzn_ag_00623,ASIN Targeting 10,competitor ASIN,SPONSORED_PRODUCTS,199834,8178,5718.41,4.09,0.70,593,41798.57,2024-11-23,amazon
amzn_cmp_00063,Holiday Prospecting - Core Terms SPONSORED_PRODUCTS,amzn_ag_00624,Manual Phrase 11,running shoes,SPONSORED_PRODUCTS,457258,21663,20118.32,4.74,0.93,1370,91016.89,2024-11-24,amazon
amzn_cmp_00063,Cyber Week High Intent - Top Sellers SPONSORED_PRODUCTS,amzn_ag_00625,ASIN Targeting 0,kitchen storage,SPONSORED_PRODUCTS,730225,40722,15510.37,5.58,0.38,1718,90222.97,2024-11-25,amazon
amzn_cmp_00063,Evergreen Retargeting - Broad SPONSORED_PRODUCTS,amzn_ag_00626,ASIN Targeting 1,holiday gifts,SPONSORED_PRODUCTS,636276,38045,12454.95,5.98,0.33,1521,173474.14,2024-11-26,amazon
amzn_cmp_00063,Holiday Cart Abandoners - Promo Push SPONSORED_DISPLAY,amzn_ag_00627,Manual Phrase 2,holiday gifts,SPONSORED_DISPLAY,490339,26769,17481.17,5.46,0.65,1868,98642.53,2024-11-27,amazon
amzn_cmp_00063,Loyalty Lapsed Customers - Gift Guide SPONSORED_BRANDS_VIDEO,amzn_ag_00628,Manual Exact 3,competitor ASIN,SPONSORED_BRANDS_VIDEO,724058,45510,22482.22,6.29,0.49,2952,368281.19,2024-11-28,amazon
amzn_cmp_00063,Evergreen Prospecting - Promo Push SPONSORED_BRANDS,amzn_ag_00629,Manual Exact 4,kitchen storage,SPONSORED_BRANDS,907561,6550,24584.02,0.72,3.75,186,9451.72,2024-11-29,amazon
amzn_cmp_00063,Loyalty Lookalike - Top Sellers SPONSORED_BRANDS_VIDEO,amzn_ag_00630,Manual Exact 5,holiday gifts,SPONSORED_BRANDS_VIDEO,342748,1926,17714.66,0.56,9.20,28,1065.85,2024-11-30,amazon
amzn_cmp_00064,Holiday High Intent - Core Terms SPONSORED_DISPLAY,amzn_ag_00631,Manual Exact 6,holiday gifts,SPONSORED_DISPLAY,38719,1545,528.13,3.99,0.34,28,3917.78,2024-11-01,amazon
amzn_cmp_00064,New Arrivals Retargeting - Broad SPONSORED_BRANDS,amzn_ag_00632,Manual Phrase 7,competitor ASIN,SPONSORED_BRANDS,295831,13942,12263.18,4.71,0.88,580,37608.15,2024-11-02,amazon
amzn_cmp_00064,Cyber Week Retargeting - Top Sellers SPONSORED_BRANDS,amzn_ag_00633,Auto 8,kitchen storage,SPONSORED_BRANDS,200834,3061,7295.73,1.52,2.38,101,8031.05,2024-11-03,amazon
amzn_cmp_00064,Cyber Week Lookalike - Value Props SPONSORED_PRODUCTS,amzn_ag_00634,Manual Exact 9,holiday gifts,SPONSORED_PRODUCTS,380701,11173,20764.65,2.93,1.86,756,42518.19,2024-11-04,amazon
amzn_cmp_00064,New Arrivals Retargeting - Broad SPONSORED_DISPLAY,amzn_ag_00635,Auto 10,competitor ASIN,SPONSORED_DISPLAY,552638,31800,15563.19,5.75,0.49,1524,72552.85,2024-11-05,amazon
amzn_cmp_00064,Cyber Week Cart Abandoners - Broad SPONSORED_DISPLAY,amzn_ag_00636,Manual Exact 11,holiday gifts,SPONSORED_DISPLAY,879986,43520,35475.31,4.95,0.82,485,29684.97,2024-11-06,amazon
amzn_cmp_00064,Cyber Week Prospecting - Top Sellers SPONSORED_PRODUCTS,amzn_ag_00637,Auto 0,wireless earbuds,SPONSORED_PRODUCTS,259349,7567,13592.61,2.92,1.80,162,22089.55,2024-11-07,amazon
amzn_cmp_00064,Holiday Prospecting - Promo Push SPONSORED_BRANDS_VIDEO,amzn_ag_00638,ASIN Targeting 1,running shoes,SPONSORED_BRANDS_VIDEO,662849,1910,21064.54,0.29,11.03,20,2106.65,2024-11-08,amazon
amzn_cmp_00064,Black Friday Lapsed Customers - Promo Push SPONSORED_DISPLAY,amzn_ag_00639,Manual Phrase 2,competitor ASIN,SPONSORED_DISPLAY,516027,39160,19636.36,7.59,0.50,1054,132541.40,2024-11-09,amazon
amzn_cmp_00064,Loyalty Lookalike - Top Sellers SPONSORED_PRODUCTS,amzn_ag_00640,Auto 3,wireless earbuds,SPONSORED_PRODUCTS,249730,4397,10890.82,1.76,2.48,187,10899.34,2024-11-10,amazon
amzn_cmp_00065,Loyalty High Intent - Promo Push SPONSORED_BRANDS,amzn_ag_00641,Manual Phrase 4,competitor ASIN,SPONSORED_BRANDS,325624,2629,15555.23,0.81,5.92,93,5918.23,2024-11-11,amazon
amzn_cmp_00065,New Arrivals Retargeting - Value Props SPONSORED_BRANDS_VIDEO,amzn_ag_00642,Manual Phrase 5,kitchen storage,SPONSORED_BRANDS_VIDEO,450633,29475,16462.73,6.54,0.56,1368,158197.19,2024-11-12,amazon
amzn_cmp_00065,Cyber Week Prospecting - Core Terms SPONSORED_PRODUCTS,amzn_ag_00643,Manual Phrase 6,kitchen storage,SPONSORED_PRODUCTS,887257,14224,19926.21,1.60,1.40,736,71862.17,2024-11-13,amazon
amzn_cmp_00065,Black Friday Retargeting - Broad SPONSORED_BRANDS,amzn_ag_00644,Manual Phrase 7,wireless earbuds,SPONSORED_BRANDS,53308,3913,2759.91,7.34,0.71,125,10538.90,2024-11-14,amazon
amzn_cmp_00065,Evergreen Retargeting - Promo Push SPONSORED_PRODUCTS,amzn_ag_00645,Manual Exact 8,kitchen storage,SPONSORED_PRODUCTS,143303,4871,6660.55,3.40,1.37,318,33835.94,2024-11-15,amazon
amzn_cmp_00065,Cyber Week Lookalike - Promo Push SPONSORED_DISPLAY,amzn_ag_00646,Manual Exact 9,running shoes,SPONSORED_DISPLAY,493285,29574,25110.35,6.00,0.85,2287,308512.61,2024-11-16,amazon
amzn_cmp_00065,Holiday High Intent - Core Terms SPONSORED_PRODUCTS,amzn_ag_00647,Auto 10,holiday gifts,SPONSORED_PRODUCTS,711536,20512,30854.62,2.88,1.50,414,31880.06,2024-11-17,amazon
amzn_cmp_00065,Holiday Cart Abandoners - Core Terms SPONSORED_BRANDS,amzn_ag_00648,Manual Phrase 11,competitor ASIN,SPONSORED_BRANDS,298920,20178,15702.81,6.75,0.78,618,45695.32,2024-11-18,amazon
amzn_cmp_00065,Cyber Week Retargeting - Broad SPONSORED_DISPLAY,amzn_ag_00649,Manual Exact 0,kitchen storage,SPONSORED_DISPLAY,753270,46035,29917.60,6.11,0.65,1592,178190.78,2024-11-19,amazon
amzn_cmp_00065,Evergreen Cart Abandoners - Promo Push SPONSORED_BRANDS_VIDEO,amzn_ag_00650,Auto 1,kitchen storage,SPONSORED_BRANDS_VIDEO,146912,1416,6621.42,0.96,4.68,23,2290.54,2024-11-20,amazon
amzn_cmp_00066,Holiday Retargeting - Core Terms SPONSORED_BRANDS_VIDEO,amzn_ag_00651,Manual Phrase 2,competitor ASIN,SPONSORED_BRANDS_VIDEO,853886,14674,6598.77,1.72,0.45,1037,76016.29,2024-11-21,amazon
amzn_cmp_00066,Black Friday Prospecting - Value Props SPONSORED_BRANDS,amzn_ag_00652,Auto 3,kitchen storage,SPONSORED_BRANDS,414994,1311,16635.55,0.32,12.69,27,1956.34,2024-11-22,amazon
amzn_cmp_00066,Evergreen Lapsed Customers - Promo Push SPONSORED_BRANDS,amzn_ag_00653,Manual Phrase 4,wireless earbuds,SPONSORED_BRANDS,521244,10753,5563.94,2.06,0.52,686,30589.71,2024-11-23,amazon
amzn_cmp_00066,Black Friday Retargeting - Promo Push SPONSORED_BRANDS_VIDEO,amzn_ag_00654,Auto 5,wireless earbuds,SPONSORED_BRANDS_VIDEO,23829,1481,810.12,6.22,0.55,28,3927.84,2024-11-24,amazon
amzn_cmp_00066,Cyber Week Cart Abandoners - Gift Guide SPONSORED_BRANDS_VIDEO,amzn_ag_00655,Manual Exact 6,kitchen storage,SPONSORED_BRANDS_VIDEO,947447,29049,48034.65,3.07,1.65,1373,155647.37,2024-11-25,amazon
amzn_cmp_00066,Evergreen Lapsed Customers - Top Sellers SPONSORED_PRODUCTS,amzn_ag_00656,Manual Exact 7,running shoes,SPONSORED_PRODUCTS,300120,22160,16203.40,7.38,0.73,1577,216255.29,2024-11-26,amazon
amzn_cmp_00066,Black Friday Lapsed Customers - Value Props SPONSORED_BRANDS,amzn_ag_00657,Manual Exact 8,wireless earbuds,SPONSORED_BRANDS,365401,26498,6076.83,7.25,0.23,1366,76276.25,2024-11-27,amazon
amzn_cmp_00066,Black Friday Lapsed Customers - Broad SPONSORED_BRANDS_VIDEO,amzn_ag_00658,ASIN Targeting 9,holiday gifts,SPONSORED_BRANDS_VIDEO,88585,5131,2322.60,5.79,0.45,97,12854.23,2024-11-28,amazon
amzn_cmp_00066,Evergreen Lapsed Customers - Top Sellers SPONSORED_DISPLAY,amzn_ag_00659,ASIN Targeting 10,holiday gifts,SPONSORED_DISPLAY,345535,26514,11139.74,7.67,0.42,355,45128.63,2024-11-29,amazon
amzn_cmp_00066,Black Friday Lookalike - Value Props SPONSORED_PRODUCTS,amzn_ag_00660,Auto 11,competitor ASIN,SPONSORED_PRODUCTS,65096,872,2306.72,1.34,2.65,13,1656.11,2024-11-30,amazon
amzn_cmp_00067,New Arrivals Prospecting - Value Props SPONSORED_PRODUCTS,amzn_ag_00661,ASIN Targeting 0,kitchen storage,SPONSORED_PRODUCTS,649568,40622,16054.58,6.25,0.40,2293,105564.32,2024-11-01,amazon
amzn_cmp_00067,Evergreen Retargeting - Core Terms SPONSORED_BRANDS,amzn_ag_00662,Auto 1,kitchen storage,SPONSORED_BRANDS,240553,3478,13127.25,1.45,3.77,31,2515.80,2024-11-02,amazon
amzn_cmp_00067,Loyalty Cart Abandoners - Promo Push SPONSORED_DISPLAY,amzn_ag_00663,Auto 2,holiday gifts,SPONSORED_DISPLAY,332026,22284,10945.53,6.71,0.49,612,39157.90,2024-11-03,amazon
amzn_cmp_00067,Black Friday Lookalike - Gift Guide SPONSORED_DISPLAY,amzn_ag_00664,ASIN Targeting 3,holiday gifts,SPONSORED_DISPLAY,179759,5780,4181.09,3.22,0.72,300,24280.40,2024-11-04,amazon
amzn_cmp_00067,New Arrivals High Intent - Top Sellers SPONSORED_DISPLAY,amzn_ag_00665,ASIN Targeting 4,running shoes,SPONSORED_DISPLAY,17614,134,385.22,0.76,2.87,8,592.28,2024-11-05,amazon
amzn_cmp_00067,Holiday Lookalike - Core Terms SPONSORED_PRODUCTS,amzn_ag_00666,Manual Phrase 5,competitor ASIN,SPONSORED_PRODUCTS,671324,41348,11221.11,6.16,0.27,2062,149851.46,2024-11-06,amazon
amzn_cmp_00067,Evergreen Retargeting - Broad SPONSORED_BRANDS,amzn_ag_00667,ASIN Targeting 6,holiday gifts,SPONSORED_BRANDS,677630,43940,26210.62,6.48,0.60,2277,222254.34,2024-11-07,amazon
amzn_cmp_00067,Holiday Prospecting - Broad SPONSORED_BRANDS,amzn_ag_00668,ASIN Targeting 7,running shoes,SPONSORED_BRANDS,258514,4620,9398.84,1.79,2.03,163,10363.06,2024-11-08,amazon
amzn_cmp_00067,Evergreen Retargeting - Broad SPONSORED_BRANDS,amzn_ag_00669,Manual Phrase 8,competitor ASIN,SPONSORED_BRANDS,131125,7941,4547.79,6.06,0.57,183,20506.81,2024-11-09,amazon
amzn_cmp_00067,Cyber Week Lookalike - Gift Guide SPONSORED_BRANDS,amzn_ag_00670,Auto 9,competitor ASIN,SPONSORED_BRANDS,205898,8584,2994.24,4.17,0.35,664,94520.34,2024-11-10,amazon
amzn_cmp_00068,Cyber Week Retargeting - Core Terms SPONSORED_DISPLAY,amzn_ag_00671,ASIN Targeting 10,kitchen storage,SPONSORED_DISPLAY,942977,5466,15984.25,0.58,2.92,191,7630.79,2024-11-11,amazon
